Timestamp,How many hours do you play a week?,Which game mode do you usually play the most?,What is your average rank?,What are your most-played hero categories?,Who is your favourite hero to play?,Who is the least fun hero to play against?,Who is your most played hero?,Who is your 2nd most played hero?,Who is your 3rd most played hero?,I enjoy playing as Ashe,I enjoy playing against Ashe,How do you rate Ashe in terms of balance?,I enjoy playing as Bastion,I enjoy playing against Bastion,How do you rate Bastion in terms of balance?,I enjoy playing as Doomfist,I enjoy playing against Doomfist,How do you rate Doomfist in terms of balance?,I enjoy playing as Genji,I enjoy playing against Genji,How do you rate Genji in terms of balance?,I enjoy playing as Hanzo,I enjoy playing against Hanzo,How do you rate Hanzo in terms of balance?,I enjoy playing as Junkrat,I enjoy playing against Junkrat,How do you rate Junkrat in terms of balance?,I enjoy playing as McCree,I enjoy playing against McCree,How do you rate McCree in terms of balance?,I enjoy playing as Mei,I enjoy playing against Mei,How do you rate Mei in terms of balance?,I enjoy playing as Pharah,I enjoy playing against Pharah,How do you rate Pharah in terms of balance?,I enjoy playing as Reaper,I enjoy playing against Reaper,How do you rate Reaper in terms of balance?,I enjoy playing as Soldier: 76,I enjoy playing against Soldier: 76,How do you rate Soldier: 76 in terms of balance?,I enjoy playing as Sombra,I enjoy playing against Sombra,How do you rate Sombra in terms of balance?,I enjoy playing as Symmetra,I enjoy playing against Symmetra,How do you rate Symmetra in terms of balance?,I enjoy playing as Torbjorn,I enjoy playing against Torbjorn,How do you rate Torbjorn in terms of balance?,I enjoy playing as Tracer,I enjoy playing against Tracer,How do you rate Tracer in terms of balance?,I enjoy playing as Widowmaker,I enjoy playing against Widowmaker,How do you rate Widowmaker in terms of balance?,I enjoy playing as Ana,I enjoy playing against Ana,How do you rate Ana in terms of balance?,I enjoy playing as Baptiste,I enjoy playing against Baptiste,How do you rate Baptiste in terms of balance?,I enjoy playing as Brigitte,I enjoy playing against Brigitte,How do you rate Brigitte in terms of balance?,I enjoy playing as Lucio,I enjoy playing against Lucio,How do you rate Lucio in terms of balance?,I enjoy playing as Mercy,I enjoy playing against Mercy,How do you rate Mercy in terms of balance?,I enjoy playing as Moira,I enjoy playing against Moira,How do you rate Moira in terms of balance?,I enjoy playing as Zenyatta,I enjoy playing against Zenyatta,How do you rate Zenyatta in terms of balance?,I enjoy playing as D.va,I enjoy playing against D.va,How do you rate D.va in terms of balance?,I enjoy playing as Orisa,I enjoy playing against Orisa,How do you rate Orisa in terms of balance?,I enjoy playing as Reinhardt,I enjoy playing against Reinhardt,How do you rate Reinhardt in terms of balance?,I enjoy playing as Roadhog,I enjoy playing against Roadhog,How do you rate Roadhog in terms of balance?,I enjoy playing as Sigma,I enjoy playing against Sigma,How do you rate Sigma in terms of balance?,I enjoy playing as Winston,I enjoy playing against Winston,How do you rate Winston in terms of balance?,I enjoy playing as Wrecking Ball,I enjoy playing against Wrecking Ball,How do you rate Wrecking Ball in terms of balance?,I enjoy playing as Zarya,I enjoy playing against Zarya,How do you rate Zarya in terms of balance?
9/26/2019 3:19:18,0-5,Competitive,Platinum,"Damage, Support, Tank",Tracer,Bastion,Zarya,Tracer,Ana,5,4,3,2,1,4,5,3,3,4,3,3,5,3,3,2,1,4,5,5,3,3,1,4,2,2,3,4,3,4,5,5,3,5,4,3,3,1,5,1,1,3,5,5,2,4,2,4,5,5,3,4,2,3,1,1,2,5,5,3,5,5,3,1,1,5,2,5,3,3,2,3,4,2,4,3,5,3,4,5,2,5,2,4,5,5,2,4,4,3,5,5,2
9/26/2019 3:20:09,5-10,Quick Play,Platinum,Support,Brigette,Sigma,Zenyatta,Reaper,Moira,4,3,3,5,3,3,3,2,4,5,3,3,2,2,5,4,2,3,5,4,3,4,3,4,4,2,3,5,4,4,5,4,3,4,3,3,4,2,3,4,4,3,3,2,3,5,2,4,4,2,3,3,2,4,5,5,3,5,5,4,4,4,3,5,3,4,5,5,3,5,5,3,5,3,4,5,5,3,4,4,3,5,1,5,5,5,3,2,2,3,4,3,3
9/26/2019 3:22:20,5-10,Quick Play,Platinum,Support,Doomfist,Widowmaker,Zenyatta,Ana,Moira,4,4,3,2,3,3,5,4,3,4,4,2,3,3,3,3,2,3,4,3,3,2,2,3,2,2,2,4,4,3,4,4,2,5,2,4,2,2,4,2,3,3,4,2,3,1,1,3,5,5,3,5,3,3,4,3,3,3,4,3,2,4,3,5,4,3,5,5,3,4,3,2,4,3,4,2,4,3,4,3,2,3,2,4,4,4,3,2,3,3,5,3,3
9/26/2019 3:23:00,5-10,Competitive,Diamond,Damage,Tracer,Orisa,Tracer,Pharah,Widowmaker,4,4,3,4,3,3,5,3,4,3,3,2,5,4,3,1,3,3,5,5,3,4,2,3,5,5,3,4,4,4,2,2,2,4,2,3,1,1,4,3,3,3,5,5,3,5,5,3,5,5,3,4,4,3,3,3,3,3,3,3,3,3,4,3,3,4,3,3,3,3,3,3,1,1,5,2,4,3,3,3,3,4,2,5,5,4,3,5,3,3,5,4,3
9/26/2019 3:24:09,10-20,Competitive,Diamond,"Damage, Support",Tracer,Brigette,Tracer,McCree,Ana,4,5,3,3,5,3,5,1,3,5,5,1,2,3,4,1,1,3,5,5,4,1,1,3,5,1,4,5,4,4,5,5,1,3,1,3,4,1,5,5,4,3,5,5,3,3,1,3,4,5,3,3,3,4,1,1,1,5,5,3,1,5,3,1,2,4,5,5,2,1,1,3,1,5,3,5,5,3,5,1,3,1,1,5,5,5,2,5,3,3,5,1,4
9/26/2019 3:24:26,10-20,Competitive,Masters,Support,Lucio,Doomfist,Lucio,Mercy,D.va,2,4,3,3,2,3,1,1,4,4,5,2,4,4,4,4,3,3,2,4,4,4,3,3,4,4,3,3,2,4,1,4,2,3,1,3,1,2,3,5,4,3,2,4,3,3,5,3,5,5,3,4,4,3,5,2,3,5,5,3,5,5,3,5,4,4,5,5,3,4,5,3,4,4,3,5,5,3,5,2,4,5,4,4,5,5,3,2,2,3,5,4,3
9/26/2019 3:24:43,5-10,Competitive,Diamond,Support,Ana,Doomfist,Ana,Lucio,Zenyatta,4,2,3,1,1,2,2,1,5,1,3,2,3,1,5,2,3,2,3,2,4,4,1,4,4,3,2,1,1,4,4,4,3,5,1,3,4,2,2,4,4,2,4,2,3,2,1,5,5,5,3,4,3,4,4,4,1,4,4,3,3,3,3,1,1,2,4,5,3,4,2,3,1,3,3,1,5,1,1,2,2,3,1,5,4,3,2,4,3,3,3,3,2
9/26/2019 3:25:32,0-5,Competitive,Silver,"Support, Tank",Wrecking Ball,Bastion,Moira,Wrecking Ball,Sigma,4,4,3,1,1,5,3,2,4,2,3,3,4,1,4,5,2,3,4,3,3,3,1,4,4,2,3,4,3,3,5,5,1,2,2,2,3,1,4,4,2,3,2,3,3,1,1,4,2,4,3,5,2,4,2,5,1,4,3,4,1,4,2,5,3,4,5,5,2,5,4,3,1,1,5,5,5,3,4,2,3,5,2,4,4,5,1,5,4,3,5,3,3
9/26/2019 3:26:20,5-10,Competitive,Silver,Tank,Junkrat,Reaper,Reinhardt,Winston,Orisa,4,3,2,2,2,3,2,1,4,2,3,2,1,3,3,5,3,2,2,3,3,2,1,4,4,3,3,1,1,4,4,4,2,2,1,4,1,1,5,4,3,2,2,3,2,1,2,3,1,2,3,1,1,4,3,3,2,3,3,3,2,2,3,2,1,3,3,3,3,4,3,2,3,3,5,5,4,2,2,2,3,2,2,4,4,3,2,2,1,3,4,4,2
9/26/2019 3:29:24,5-10,Competitive,Diamond,Damage,Junkrat,Orisa,Genji,Moira,Winston,3,1,3,4,3,3,4,1,3,5,5,2,4,3,3,5,5,3,4,4,3,5,3,3,4,3,3,3,3,3,2,3,3,4,3,2,2,1,5,3,3,3,5,5,2,3,3,3,5,5,2,1,1,5,1,3,2,5,5,2,3,2,3,3,3,3,3,3,2,2,4,3,1,1,5,4,5,2,4,3,3,4,2,3,5,5,3,4,2,3,4,4,3
9/26/2019 3:30:40,5-10,Quick Play,Silver,"Support, Tank",Reinhardt,Doomfist,Ana,Mercy,Lucio,3,4,3,4,3,2,3,1,4,4,4,3,2,1,4,4,2,3,4,3,3,3,1,3,5,3,3,3,2,3,3,4,2,3,1,5,4,1,3,3,3,3,4,3,3,3,1,4,5,5,3,4,3,3,4,3,2,4,3,3,3,2,2,3,2,3,4,4,3,4,4,3,1,1,3,5,4,3,4,3,3,3,1,5,4,4,3,3,2,3,5,4,3
9/26/2019 3:32:40,10-20,Competitive,Diamond,Damage,Tracer,Symmetra,Widowmaker,McCree,Doomfist,3,5,3,1,1,4,1,2,4,5,5,1,4,3,4,1,4,3,5,5,3,1,1,4,5,5,1,1,3,4,5,5,1,1,1,4,1,1,5,1,1,2,5,5,2,5,4,5,5,5,2,2,2,4,1,2,4,2,2,4,1,3,4,1,1,5,5,3,5,3,3,4,1,1,5,2,4,1,3,2,3,1,1,5,3,3,1,1,1,5,4,4,3
9/26/2019 3:33:39,10-20,Quick Play,Masters,"Damage, Tank",Doomfist,Sombra,Lucio,Doomfist,Tracer,1,2,3,5,3,3,5,4,3,4,5,3,5,5,3,1,2,3,4,5,3,3,2,3,4,3,3,3,1,4,5,5,3,2,1,3,1,1,4,5,4,3,5,5,3,1,3,4,5,5,3,5,5,3,1,3,3,5,5,3,1,1,3,1,1,4,3,5,3,4,5,2,2,4,4,5,5,3,5,3,3,5,4,3,5,5,3,5,2,3,3,3,3
9/26/2019 3:34:39,10-20,Competitive,Gold,"Damage, Tank",Ashe,Doomfist,Tracer,D.va,Zenyatta,5,5,3,4,2,3,3,1,4,2,4,2,3,1,5,3,3,3,5,5,3,3,2,3,4,3,3,4,2,4,4,5,2,2,2,3,4,3,3,5,4,3,5,4,3,3,2,4,2,5,3,3,3,4,3,4,3,2,5,3,1,5,3,3,4,4,5,5,3,4,5,3,3,1,5,5,5,2,5,4,3,5,5,3,4,5,3,5,5,3,4,4,3
9/26/2019 3:34:55,5-10,Competitive,Platinum,Tank,D.va,Symmetra,D.va,Reinhardt,Lucio,2,3,3,4,1,3,5,1,4,3,4,2,4,3,3,4,3,3,4,4,3,4,1,4,4,2,3,3,2,4,4,5,1,4,2,3,3,1,5,3,3,3,4,4,3,3,4,4,5,5,3,4,2,4,3,3,3,4,4,4,3,3,3,4,2,4,4,5,3,5,3,3,3,5,4,5,5,2,4,4,3,3,2,4,5,5,2,5,5,3,4,5,4
9/26/2019 3:35:49,5-10,Competitive,Silver,"Support, Tank",Lucio,Doomfist,Zarya,Winston,D.va,1,4,3,2,1,4,2,1,2,2,4,4,2,4,4,3,3,3,3,3,4,4,3,3,3,1,4,4,3,4,3,3,2,2,1,4,3,1,2,1,2,3,5,5,5,1,4,4,4,3,3,5,3,4,1,3,3,5,4,4,3,3,3,4,2,3,1,3,3,2,3,3,3,2,3,4,4,3,4,3,2,5,3,4,2,3,2,2,2,3,5,4,3
9/26/2019 3:36:53,5-10,Quick Play,Diamond,"Support, Tank",Winston,Mei,Reinhardt,Widowmaker,Genji,5,4,4,4,2,2,5,2,3,4,4,2,4,3,3,4,3,3,5,4,3,4,1,3,4,3,2,3,3,4,4,5,1,5,3,3,4,3,3,4,4,2,3,4,3,4,1,3,4,5,4,5,5,4,4,4,2,5,4,3,4,4,1,4,2,4,5,5,3,3,4,2,5,5,4,5,5,2,4,4,2,4,3,4,5,5,2,5,5,3,5,5,2
9/26/2019 3:39:05,10-20,Competitive,Masters,Tank,D.va,Mei,D.va,Tracer,Widowmaker,3,3,4,3,2,3,4,3,3,4,4,3,4,2,5,3,3,3,5,4,3,3,1,4,4,3,3,3,1,4,4,3,2,3,1,4,5,1,4,3,3,3,5,3,3,5,3,3,4,3,3,3,2,4,2,2,3,3,4,2,1,3,3,2,1,4,4,3,3,5,5,3,2,2,4,2,4,2,3,3,3,2,1,4,3,4,2,1,3,3,5,3,3
9/26/2019 3:39:58,0-5,Quick Play,Diamond,"Damage, Support, Tank",Ana,Doomfist,Ana,Soldier: 76,Tracer,4,4,3,4,2,3,2,1,4,3,3,3,3,2,4,3,3,3,5,4,3,4,3,3,2,4,3,3,3,3,5,5,2,4,4,3,2,2,3,3,3,3,5,4,3,4,2,3,5,5,3,4,4,4,1,2,3,3,5,3,2,4,3,2,3,3,5,5,3,5,4,3,1,1,4,3,5,3,4,4,3,3,1,5,2,5,3,3,5,3,5,5,3
9/26/2019 3:40:54,10-20,Competitive,Masters,Support,Zenyatta,Symmetra,Zenyatta,Ana,Zarya,4,4,3,1,1,2,4,1,4,5,4,3,3,3,3,4,2,3,5,5,4,1,1,4,3,5,3,2,1,4,2,5,2,1,3,4,1,1,5,4,4,2,5,5,3,4,3,4,5,5,3,4,3,5,2,1,1,5,5,3,4,4,3,2,2,3,5,5,3,4,5,3,1,1,5,5,5,3,4,5,3,4,4,5,5,5,3,5,4,3,5,5,3
9/26/2019 3:41:45,0-5,Arcade,Gold,Support,Ana,Mei,Ana,Mercy,Zenyatta,2,3,3,3,1,3,2,2,3,1,4,2,3,4,4,1,1,3,5,5,3,3,1,3,1,4,3,5,2,3,4,4,2,2,2,3,3,1,3,2,2,3,4,5,2,4,3,3,5,5,3,4,2,3,4,3,3,4,5,3,5,5,3,4,2,4,5,5,3,4,5,2,2,2,5,5,5,2,5,4,2,4,1,5,4,5,2,1,3,3,4,5,3
9/26/2019 3:42:57,5-10,Quick Play,Diamond,"Damage, Support, Tank",Ana,Doomfist,Roadhog,Ana,Widowmaker,3,3,2,3,2,3,4,1,1,2,1,2,5,5,4,5,3,3,5,5,3,5,2,2,5,5,3,2,3,4,3,3,1,4,2,2,4,2,4,1,2,3,4,3,3,5,5,4,5,5,3,4,2,4,4,4,2,5,5,3,3,2,3,5,2,5,5,5,3,5,3,4,1,1,5,3,5,2,5,4,1,4,2,5,5,5,3,5,5,3,5,5,3
9/26/2019 3:43:01,10-20,Competitive,Diamond,Tank,Winston,Doomfist,Doomfist,Zenyatta,Reinhardt,4,4,3,2,1,3,4,1,5,4,4,3,4,2,4,2,3,3,4,3,3,2,1,3,2,2,3,3,3,3,4,4,1,3,1,3,3,1,4,2,3,3,1,3,3,4,2,3,4,4,3,5,3,3,1,1,2,4,4,3,1,4,3,1,4,4,4,4,3,3,4,3,1,2,4,5,5,3,4,4,3,5,2,4,5,5,2,5,4,3,4,4,3
9/26/2019 3:43:03,5-10,Quick Play,Platinum,Support,Wrecking Ball,Sombra,Mercy,Zenyatta,D.va,3,4,2,2,1,2,4,1,4,4,2,2,2,2,4,3,3,2,3,2,2,3,2,2,3,3,2,3,1,4,3,4,1,3,1,4,4,1,4,2,2,2,3,2,2,2,1,3,4,4,3,5,3,4,2,2,2,3,1,3,5,4,2,4,3,4,5,3,3,4,5,2,5,3,5,3,4,2,4,3,2,5,2,5,4,4,1,5,5,3,5,3,2
9/26/2019 3:45:07,5-10,Competitive,Masters,"Damage, Support, Tank",D.va,Widowmaker,D.va,Soldier: 76,Symmetra,5,4,4,5,5,3,4,1,5,5,5,3,5,4,4,2,3,3,5,5,3,3,2,4,4,4,2,2,2,4,5,5,1,3,1,4,5,5,2,5,4,2,5,5,2,3,1,5,5,5,2,5,3,4,3,3,2,5,5,3,5,5,3,5,4,3,5,5,2,5,5,2,2,2,4,5,5,2,5,4,3,5,2,4,5,5,2,5,4,3,5,4,3
9/26/2019 3:46:47,5-10,Quick Play,Masters,Damage,Tracer,Orisa,Tracer,Genji,Ana,4,4,3,1,1,3,4,1,5,5,5,2,5,3,5,1,1,5,4,5,5,3,1,4,3,5,3,1,1,4,5,5,1,3,1,5,1,1,5,1,1,5,5,5,2,5,5,3,5,5,3,1,1,5,3,2,3,5,5,3,1,1,4,1,1,5,3,3,3,3,3,3,1,1,5,3,5,2,5,4,3,1,1,1,5,5,3,3,2,4,5,5,3
9/26/2019 3:47:21,10-20,Competitive,Gold,Support,Moira,Mei,Moira,Mercy,Zenyatta,5,5,3,2,3,3,2,1,4,4,2,2,4,4,3,5,4,3,1,5,3,1,1,4,4,4,3,2,1,5,4,4,2,5,2,3,5,3,4,1,1,2,4,2,3,4,4,3,1,4,2,5,4,3,5,4,2,5,4,3,5,5,2,5,1,4,4,4,3,4,2,2,4,1,4,4,4,3,2,4,3,3,4,3,5,4,3,2,4,3,4,4,3
9/26/2019 3:49:11,10-20,Competitive,Diamond,Support,Zenyatta,Torbjorn,Ana,Moira,Baptiste,4,2,3,3,2,3,4,2,4,4,3,1,3,2,4,1,1,2,4,3,3,4,3,4,5,4,3,3,2,4,2,3,1,5,3,3,1,1,4,1,1,3,5,5,2,5,3,4,5,5,3,4,3,4,3,3,1,4,4,3,4,4,3,3,2,3,5,5,2,4,4,3,4,3,5,2,4,2,3,2,3,5,2,5,5,5,1,5,4,3,4,3,3
9/26/2019 3:51:20,5-10,Competitive,Gold,"Support, Tank",Ana,Mei,Reinhardt,Ana,Zarya,3,4,3,4,2,4,1,1,5,3,4,3,2,2,4,5,3,3,4,4,3,4,1,5,4,3,3,4,2,4,3,5,1,2,1,4,3,1,5,3,3,3,2,3,3,1,1,4,5,5,3,5,3,4,2,2,3,2,4,2,2,4,2,1,1,4,5,5,3,4,4,2,1,2,3,5,5,1,5,4,3,4,3,4,5,5,2,3,3,3,4,4,3
9/26/2019 3:54:08,5-10,Competitive,Grandmasters,"Support, Tank",Ana,Orisa,Sigma,Lucio,Orisa,4,4,2,4,1,2,4,2,4,3,4,2,3,2,4,3,3,2,5,3,3,3,1,5,4,3,3,3,2,5,4,5,1,2,1,3,3,1,2,3,3,2,3,3,2,3,1,4,5,5,3,4,4,3,4,4,2,4,4,5,2,3,2,1,2,4,5,5,3,4,4,4,1,1,5,3,5,1,4,3,3,5,3,5,4,5,2,5,5,3,5,5,3
9/26/2019 3:55:20,20+,Competitive,t500,Support,Moira,Doomfist,Lucio,Zenyatta,Ana,4,3,3,5,2,4,1,1,5,4,3,3,3,4,4,3,2,3,5,2,3,4,2,3,4,1,4,4,3,3,3,3,3,5,2,2,2,1,5,3,3,3,4,1,5,1,1,5,5,5,3,5,5,4,5,5,3,5,5,5,3,3,2,5,1,3,5,5,1,5,5,2,1,1,5,3,3,3,2,1,5,5,1,5,5,5,2,3,1,5,5,3,4
9/26/2019 3:56:15,10-20,Competitive,Diamond,Support,Zenyatta,Doomfist,Ana,Brigette,Zenyatta,5,3,4,1,1,4,2,1,5,1,3,3,1,1,4,3,3,3,1,4,2,4,1,4,2,1,3,4,4,4,1,5,3,3,1,5,2,1,5,5,3,2,2,2,3,1,1,5,4,4,3,3,2,4,5,3,2,5,5,4,4,3,2,2,1,5,5,5,3,1,5,1,1,1,5,1,4,2,2,1,2,1,1,5,1,2,2,4,3,3,3,4,3
9/26/2019 3:57:29,5-10,Arcade,Diamond,"Damage, Tank",Roadhog,Moira,D.va,Winston,Soldier: 76,3,3,3,5,2,3,5,3,3,4,2,3,4,2,4,3,2,3,4,3,4,5,2,3,5,2,3,5,2,3,5,4,2,4,2,3,4,2,4,5,2,3,5,1,3,5,2,3,5,3,3,3,1,3,4,2,3,5,5,3,3,2,3,4,1,3,5,3,3,5,2,3,3,1,4,5,5,3,5,3,3,3,1,4,5,2,2,5,1,3,5,2,3
9/26/2019 3:59:50,20+,Competitive,t500,Tank,Winston,Mei,Winston,Reinhardt,Orisa,1,3,3,4,1,3,5,3,3,5,4,2,3,1,5,3,3,3,3,3,4,3,1,3,4,5,3,3,2,3,5,5,2,4,2,4,2,1,3,2,1,4,5,4,3,1,1,5,4,4,3,2,2,3,5,2,3,5,5,3,3,3,3,2,1,3,3,5,3,5,5,2,2,3,4,5,5,3,1,1,5,4,4,3,5,5,3,5,5,3,3,4,3
9/26/2019 4:00:50,5-10,Competitive,Platinum,"Damage, Support",Lucio,Doomfist,Lucio,McCree,Reinhardt,3,3,3,1,1,3,1,1,4,5,3,1,4,4,4,3,2,2,5,5,3,2,1,4,4,3,3,4,3,4,3,4,1,1,2,4,1,2,3,4,4,3,4,2,2,2,2,4,3,3,3,2,3,3,1,2,1,5,5,2,4,4,3,4,4,3,5,5,3,4,2,2,1,1,4,5,5,2,4,2,4,2,3,4,3,3,3,2,3,3,3,3,3
9/26/2019 4:01:16,10-20,Competitive,Platinum,"Damage, Support",Ana,Doomfist,Mercy,Tracer,Ana,4,4,3,2,5,3,1,1,5,1,4,2,1,2,4,2,2,3,2,4,3,4,2,3,5,4,3,2,3,3,1,5,2,5,5,2,5,4,3,1,2,3,5,4,2,1,1,4,5,5,2,4,2,5,2,4,2,3,4,2,4,5,3,2,4,3,2,5,3,5,5,3,3,2,5,2,5,2,1,4,2,2,1,5,3,2,3,1,1,3,4,5,3
9/26/2019 4:04:31,10-20,Competitive,Grandmasters,Damage,Genji,Widowmaker,Genji,Doomfist,Soldier: 76,1,5,2,3,2,3,5,2,4,5,5,1,3,1,5,4,3,3,4,4,4,3,1,4,2,4,3,3,2,4,5,5,1,2,1,3,3,1,3,2,1,3,5,3,3,2,1,5,4,5,3,4,2,4,1,1,2,3,3,3,1,4,3,1,1,3,4,5,3,3,4,3,1,1,5,4,4,3,5,4,3,3,1,4,5,5,3,4,3,3,3,4,3
9/26/2019 4:05:21,10-20,Competitive,Gold,"Damage, Tank",Tracer,Sigma,Soldier: 76,Orisa,Lucio,3,3,3,4,3,3,3,1,5,4,2,2,4,3,3,3,3,3,3,3,3,3,3,3,5,3,3,4,3,3,4,3,1,3,2,2,3,1,3,3,3,3,5,3,2,3,3,3,3,3,3,3,2,3,3,2,4,3,3,3,1,3,3,3,5,4,3,3,3,3,3,2,3,1,4,3,3,3,3,3,3,2,1,5,5,3,1,4,3,3,4,3,3
9/26/2019 4:05:27,5-10,Competitive,Platinum,Support,Mercy,Hanzo,Mercy,Lucio,Moira,4,3,3,2,2,3,2,1,4,4,3,3,3,1,4,4,2,3,5,3,3,3,2,4,3,2,3,4,2,4,4,3,2,3,2,3,3,2,4,4,3,3,5,2,3,3,1,4,5,4,3,5,3,3,3,3,2,5,4,3,5,5,3,4,3,4,5,4,3,5,3,3,2,1,4,5,4,2,5,3,2,3,2,4,5,3,2,4,3,3,4,3,3
9/26/2019 4:07:56,0-5,Competitive,Platinum,Tank,Zarya,Doomfist,Reinhardt,D.va,Sigma,4,3,2,3,2,3,4,1,4,5,4,1,3,1,3,2,2,3,5,4,3,2,1,4,5,2,3,2,2,3,5,4,1,4,2,3,3,2,4,3,2,2,5,3,2,5,3,3,5,4,3,4,3,4,2,2,1,5,2,4,3,2,3,1,2,3,5,4,3,3,3,3,1,2,4,5,5,1,4,3,3,3,2,4,3,4,2,4,2,3,5,4,3
9/26/2019 4:08:04,20+,Competitive,Diamond,Support,Ana,Widowmaker,Ana,Mercy,Lucio,5,4,3,3,1,3,1,1,5,3,3,3,5,3,3,1,1,2,4,4,3,4,1,4,1,2,3,1,3,3,4,3,1,4,2,3,1,2,4,1,3,3,3,1,4,1,5,5,5,5,3,4,4,3,5,4,2,3,3,3,4,3,3,2,2,3,2,3,3,2,3,2,3,2,4,3,3,3,3,3,3,3,2,2,4,3,3,1,2,4,3,3,3
9/26/2019 4:08:55,0-5,Competitive,Diamond,Damage,Genji,Orisa,Tracer,Widowmaker,Genji,5,5,3,2,1,3,3,3,4,5,5,1,4,4,4,3,3,3,4,5,3,2,1,4,4,5,3,4,4,3,4,5,1,4,2,3,2,1,3,2,1,3,5,5,3,5,4,4,5,5,3,4,4,3,2,1,2,3,5,3,2,5,3,2,1,4,5,5,3,4,5,3,1,1,5,2,5,2,4,5,2,4,2,5,4,5,2,4,3,3,5,5,3
9/26/2019 4:09:12,5-10,Competitive,Platinum,Support,Doomfist,Doomfist,Moira,Ana,Sigma,3,2,3,2,2,3,4,1,5,2,2,3,2,4,3,2,4,2,2,2,3,1,2,3,5,2,2,4,2,3,2,5,1,2,2,2,4,2,4,1,2,2,2,1,3,2,2,3,4,4,4,4,4,3,2,4,1,2,3,3,1,3,2,4,3,3,2,4,2,1,5,1,2,2,4,2,2,2,2,4,2,4,2,4,2,2,2,2,1,3,4,3,3
9/26/2019 4:12:34,10-20,Competitive,Diamond,"Damage, Support",McCree,Doomfist,McCree,Ana,Winston,3,3,3,2,3,3,2,1,2,2,4,2,4,3,3,1,2,3,5,4,4,2,2,3,1,3,2,2,4,2,4,5,2,1,1,3,1,1,2,2,2,2,3,4,2,4,3,5,5,5,3,2,2,5,2,3,1,2,4,2,4,4,2,1,1,5,5,4,2,1,3,2,1,1,4,4,4,3,5,4,3,1,1,4,4,3,2,3,3,3,5,5,3
9/26/2019 4:13:14,10-20,Quick Play,Gold,Tank,Winston,Bastion,Reinhardt,Widowmaker,Winston,4,3,3,1,1,4,4,3,4,3,2,3,5,3,3,4,2,3,5,3,3,4,1,3,5,1,3,3,1,3,4,4,2,2,1,4,2,1,4,2,1,3,3,2,3,5,5,3,5,4,3,4,2,3,3,2,3,5,5,3,1,3,3,2,1,4,5,3,3,4,2,4,1,1,4,5,4,3,3,3,2,4,1,4,5,5,3,4,2,3,5,2,3
9/26/2019 4:13:30,5-10,Competitive,Silver,"Support, Tank",Mercy,Junkrat,Sigma,Mercy,Reinhardt,4,4,3,1,1,4,4,1,4,5,5,1,2,1,4,1,1,5,2,3,3,5,3,4,3,2,3,3,5,5,1,5,2,5,1,3,1,2,4,2,4,3,4,4,2,1,1,5,4,4,3,3,1,5,4,4,2,4,4,2,5,5,1,4,2,4,3,3,3,4,2,3,1,1,5,3,5,4,3,1,2,5,5,5,4,2,2,4,2,2,2,1,1
9/26/2019 4:14:34,20+,Competitive,Masters,Damage,Widowmaker,Hanzo,Widowmaker,McCree,Tracer,5,5,3,1,1,5,3,1,5,5,5,2,2,1,5,3,1,5,5,5,3,2,1,5,3,5,3,1,1,5,5,5,3,1,1,3,2,1,5,1,1,5,5,5,3,5,4,2,4,3,4,3,2,4,1,1,3,1,3,3,1,1,4,1,1,5,5,5,3,1,2,3,1,1,5,2,5,3,5,4,3,2,1,5,3,4,3,1,1,4,5,3,3
9/26/2019 4:16:45,0-5,Competitive,Diamond,Damage,Widowmaker,Doomfist,Widowmaker,Hanzo,McCree,4,4,3,3,2,4,3,1,4,1,2,2,4,3,4,2,2,2,5,3,3,3,2,3,2,3,2,2,1,4,3,3,1,2,1,4,2,2,3,3,2,3,3,2,2,5,3,4,5,3,3,4,4,4,1,2,2,2,3,2,2,3,3,2,1,4,4,3,1,4,3,2,1,1,4,2,3,2,4,3,3,3,1,5,3,2,2,2,1,4,5,3,3
9/26/2019 4:17:33,10-20,Competitive,t500,Tank,Winston,Doomfist,Orisa,Sigma,Lucio,4,3,3,4,3,3,5,2,5,4,4,3,3,2,3,3,2,3,4,4,3,3,3,4,4,3,3,4,3,3,4,3,2,3,2,4,3,2,4,3,3,3,4,4,3,3,3,4,5,4,3,3,2,3,3,2,2,5,4,3,3,3,3,4,2,4,5,3,3,4,3,2,3,3,3,5,4,3,3,3,3,5,3,4,4,4,2,4,3,3,4,3,3
9/26/2019 4:19:27,5-10,Quick Play,Diamond,"Damage, Support, Tank",Wrecking Ball,Doomfist,Wrecking Ball,Winston,Ana,3,4,3,4,4,4,5,1,5,3,1,4,4,4,3,5,5,3,5,5,3,4,3,4,5,3,3,3,4,4,3,3,2,5,2,3,3,1,5,3,3,3,5,2,3,4,3,2,5,5,3,4,2,4,3,3,3,4,2,3,2,3,2,2,1,5,3,3,3,1,3,3,2,1,4,4,4,3,4,3,3,4,2,4,5,3,3,5,3,3,4,3,3
9/26/2019 4:22:40,5-10,Competitive,Diamond,Tank,Roadhog,Mei,Widowmaker,Roadhog,McCree,5,5,3,4,2,3,5,2,4,5,4,2,4,3,4,3,3,3,5,5,3,3,1,4,3,2,3,4,4,4,4,5,2,3,3,3,4,2,3,4,3,2,4,3,3,5,2,4,5,5,3,5,3,4,4,4,2,4,4,4,2,3,3,4,2,3,5,4,2,3,2,3,1,3,5,4,5,3,5,3,3,5,3,4,3,3,3,5,3,3,4,4,3
